generation,fittest,upper_quartile,mean,lower_quartile,least_fit,median,coverage,collisions
0,-119.05196405269277,-243.72167705454498,-334.99793082370593,-393.02886198164714,-1339.452208457041,-299.85004280267924,21.915060472836792,14.096702452552954
1,-100.90357448059157,-118.46530049042876,-120.1362480450275,-121.46301454816502,-144.3293066821685,-119.18628153288279,19.33986221684413,12.024343669743569
2,-91.74202950373,-100.41641260302654,-102.16589771191533,-103.56766273498289,-123.8343223420478,-101.4209866993001,19.435433947022318,11.117746345075231
3,-81.20220282842932,-91.20000015515564,-92.8228956198699,-93.55017954671848,-110.82471588896088,-91.80596859981108,19.430899500774384,10.06331023292037
4,-72.82379797630763,-81.01390621375936,-82.47742345563442,-83.2896884581707,-102.45309523164802,-81.46192432806882,17.28030709985245,9.010410507616008
5,-66.64433433789871,-72.55848921846304,-73.9486640054384,-74.43475678872707,-103.63038710966677,-72.85949395800017,17.307119438410993,8.395145377630971
6,-58.60309053774884,-66.08497802378696,-67.47342387495155,-68.8127213432654,-79.93218176516771,-66.75823904230214,14.438853312242216,7.304194384999105
7,-53.39569128875365,-58.43321051978076,-59.56501323268157,-60.436349608752664,-74.57576454412931,-58.828343853597005,12.3875883605469,6.578327964930056
8,-49.78569981663545,-53.27102467910075,-54.34004640960295,-55.13547043438275,-71.81466984611751,-53.61299637179101,12.386807729303404,6.217250754593886
9,-47.023125859844924,-49.5587366043268,-50.50196840697692,-50.93467809446304,-58.871955526173466,-49.89150662806399,12.380164362032598,5.940329022187752
10,-44.673341029864176,-46.877246554836816,-47.91768819661967,-48.55083528536725,-60.31357708286444,-47.19140094286693,12.380095357425105,5.7053436387289285
11,-41.994687787347495,-44.57011789512148,-45.42258280100979,-46.37865467739979,-51.45640048211993,-44.81556105236868,11.008505720360509,5.300319350770801
12,-39.28022900889821,-41.973633303923776,-42.65380453737547,-42.85919217776511,-50.093543970047776,-42.229753459936106,11.008830694803995,5.028905970370221
13,-37.30813065120341,-39.21181173551409,-40.01573306628883,-40.5779418374686,-46.63265411924972,-39.4541954787023,10.837707466598724,4.8145838117802136
14,-34.32040545952506,-37.21211781090983,-37.75248455867319,-38.124591960567,-43.49977082164028,-37.438355004269155,10.857625110583037,4.51780305701081
15,-31.982127210298827,-34.191535638501364,-34.8446298100424,-35.24509493900541,-39.84753113804103,-34.47905507276079,10.161536571564943,4.214366378186377
16,-29.795651838853257,-31.818649137499236,-32.18808142150908,-32.47337443405101,-38.46169841322265,-32.00442276829884,9.262600760559739,3.9058252599412997
17,-27.11164301407575,-29.647702730787138,-30.264528031877024,-30.701368852444798,-37.09580633487689,-29.898924900824355,8.199294533002128,3.5310937547077876
18,-25.68903881806754,-27.0019097450106,-27.696800357875954,-27.956074286001396,-32.078373999837034,-27.32329619698907,8.202078636044515,3.3891117454112054
19,-23.693087193807735,-25.62636655265785,-26.150574450540695,-26.539244967386004,-34.72357365472275,-25.833357159829106,8.227243746594386,3.192033094040212
20,-21.754317761502676,-23.514639552962308,-24.046218255721854,-24.339373397816175,-29.691194962463577,-23.725840287677602,7.739266414805067,2.9493584176307746
21,-20.627658231240623,-21.74470291404194,-22.336440190873947,-22.646005767911802,-29.33935012697428,-21.91556213243358,6.285975995684708,2.6913634226925334
22,-17.569917437150053,-20.51977695523409,-20.964852072549014,-21.32446178826389,-25.163290758209367,-20.671449497581776,6.285644457649888,2.385556189479994
23,-16.05331245702407,-17.523776639169014,-18.009329094456334,-18.20115955987218,-22.61867008765975,-17.6931993791613,6.328807040817865,2.2382119497841932
24,-15.003059901452438,-16.002582618648443,-16.324376878975126,-16.537417798218954,-18.801191878760427,-16.104238211515828,6.338241457579842,2.134130135903228
25,-14.098897044681575,-14.966366525657964,-15.514416005265684,-15.88861531484214,-19.57252210680015,-15.157022233447293,5.76174237979843,1.9860639424480007
26,-12.227855634768108,-14.036483038994922,-14.382382402212688,-14.614850038011205,-17.74604942748519,-14.163152469000703,5.298650170685168,1.7526505805453274
27,-11.164855822656051,-12.183849862537846,-12.616557965263885,-12.783847455100975,-17.196242097886763,-12.32598213139782,5.301777696071768,1.6466633518727818
28,-10.42421711902264,-11.107652516209306,-11.455255563929809,-11.58586256641833,-13.840611776339607,-11.216877857855538,5.403139624263615,1.5827356743286254
29,-9.803436515256255,-10.341964674443267,-10.71095918072937,-10.787382188842438,-14.422736138242717,-10.491174896691922,4.597423713493197,1.4400860228749452
30,-9.211759052810852,-9.754497854575604,-10.152511381409347,-10.362991454702488,-13.73105406888,-9.907286525605954,4.570188332412834,1.3781947385223685
31,-8.397293044278282,-9.199262586131713,-9.456236089376358,-9.582295004438649,-12.639329262516753,-9.268372183333108,3.9665362666831183,1.23638293109614
32,-8.028040934296214,-8.333477877150127,-8.686723066975263,-8.875569453398708,-11.206948433896688,-8.450571162531379,3.819283294597496,1.184732422889371
33,-7.243002047560223,-8.018597540144626,-8.287254045291176,-8.505933888145991,-9.896178368453425,-8.13591976534859,3.4947333802387344,1.0737735427798958
34,-6.865471371544314,-7.2399083403786975,-7.605502890638474,-7.747593233738105,-10.857916088401105,-7.333522453345928,3.4626584701448655,1.032812984168918
35,-6.5023651696452465,-6.839188735665624,-7.090618795576695,-7.151469651651711,-9.114142646086759,-6.945674812107362,3.4568522106574986,0.9959217380302744
36,-6.014240627077161,-6.4545564020104464,-6.792284789862316,-7.029899402262568,-9.160549081914802,-6.6111592329277045,3.4537031155647138,0.9467943742641874
37,-5.589193184842891,-6.014211151692679,-6.322813742219206,-6.49692326086905,-9.100931516623074,-6.140521091575847,3.1487218819265093,0.87379150667694
38,-5.275266795373826,-5.585324267473553,-5.860258728633831,-5.9572764199776636,-8.436783515121625,-5.681491510215169,3.145583592595528,0.8420850387969354
39,-4.959448815555303,-5.267309064971003,-5.536850419935496,-5.673818405420009,-7.81827922302293,-5.386776704869773,2.9878855048871347,0.7947334320442438
40,-4.524160844373016,-4.939213262657272,-5.166786892602717,-5.245817884028597,-7.285314183614096,-5.012977581265642,3.0177585480766926,0.7541919392449709
41,-4.144162141191108,-4.5094191409388005,-4.707622370877547,-4.8829212753736,-6.144014488761263,-4.584897943408736,2.7039444447819325,0.6848106585973041
42,-3.9497592826043926,-4.146110789284496,-4.381490635434187,-4.5036190378692655,-6.280273900109613,-4.22885535112931,2.6979906146412445,0.6647749897245637
43,-3.6819144324753013,-3.9237392260466484,-4.134186069232429,-4.217648816909622,-6.817053281718334,-4.009107702380345,2.668841067894648,0.6350755500369949
44,-3.4081076130209156,-3.675960602334612,-3.9600495459112937,-4.097973898245775,-6.092138819032863,-3.8280635190553554,2.6729598941740114,0.6081067507194927
45,-3.1119564576211274,-3.4112459023518773,-3.7184307964877146,-3.906928455199182,-7.1545730116073045,-3.5604743603415834,2.6886257229280184,0.5800582180549145
46,-2.945970288820753,-3.1091409168114175,-3.3025493258746743,-3.3786424123247256,-4.880542260544379,-3.190205270023906,2.6886257229280144,0.5634596011748767
47,-2.5846943444317776,-2.9462930373420093,-3.103304936730017,-3.1490677879340465,-4.363145710242801,-3.014057290461791,2.46842980835392,0.5053124152785697
48,-2.424796726456211,-2.5846943444317745,-2.757686316519109,-2.8178460436793515,-3.7523684267820383,-2.665742101538302,2.691653828489271,0.5116450554945482
49,-2.2368053456867982,-2.427612267265927,-2.6370876336732296,-2.755079572816801,-4.339433379774167,-2.5062414687999977,2.6633373656922337,0.4900142711379032
50,-2.072064194264332,-2.233989804877074,-2.504428233866537,-2.578561089425902,-4.230419716449616,-2.2888941849165474,2.6756515544528314,0.47477157487171634
51,-1.9437733955872254,-2.0752024835953136,-2.2480162399298966,-2.3154069816558938,-3.450572484026422,-2.1532846102446026,2.532544486018165,0.44763178816053906
52,-1.584646982280347,-1.9359104697560507,-2.1150704228908546,-2.1730152611897213,-3.7056927846165615,-1.9887611425283431,2.3028123888074497,0.3887459371087797
53,-1.4454603526125003,-1.5874625230900627,-1.80658222333003,-1.8712475484920938,-3.624686901788464,-1.6569848760517076,2.299996847997733,0.3745457200610233
54,-1.2131657969557388,-1.442644811802781,-1.595262875309106,-1.6721262015594691,-3.084725903485949,-1.5085292485556563,2.253052942718612,0.34662187396743505
55,-1.006869126794058,-1.2159813377654536,-1.377719935537597,-1.3975979508174352,-2.825239644191658,-1.269301187519767,2.250237401908897,0.3257106528702955
