generation,fittest,upper_quartile,mean,lower_quartile,least_fit,median,coverage,collisions
0,-115.40543535452626,-250.47282819574835,-336.6680283976511,-399.26924331760796,-925.6845806229463,-315.75310676992865,14.51799391163341,12.992342926615967
1,-105.38205009423373,-113.63981817358689,-116.03761081530276,-116.56342552969971,-177.72763645998688,-115.40743045685232,14.52826615926896,11.991031625350269
2,-92.31426950905453,-104.91735882125823,-106.08963033547053,-106.98731194136523,-122.99427028510604,-105.53720513582545,14.549177079584144,10.686344658863867
3,-84.60070792985589,-91.14758171190317,-92.47909265275123,-93.26532868182287,-106.01045153879687,-92.31039862937081,14.539905029280863,9.914061295913674
4,-78.16153517202511,-83.88903060181207,-85.00375449432731,-85.52799870399353,-98.93646812508464,-84.60072473565806,13.378358560026037,9.153989373205116
5,-71.36845473694531,-77.77337347250571,-78.58452532647941,-79.04783416490136,-96.79978693120351,-78.19293233355484,13.084351452107686,8.445280618905299
6,-66.48564808605836,-70.87893390904041,-72.04577455366139,-72.41520843775476,-88.54619538419875,-71.40475877596718,13.053035729005583,7.953868381506395
7,-57.98494304283046,-66.05884541566539,-67.24002347549211,-67.69995313634466,-80.83893751735478,-66.52238389806698,10.943246584703127,6.892818962753359
8,-53.591873001103906,-57.70346813890136,-58.95982331790894,-60.00028507030961,-68.90325419362844,-58.11068239796003,9.568836476556047,6.316070947765995
9,-49.00496163554629,-53.13428957821449,-54.03782428620865,-54.68730939655086,-71.40301886703466,-53.70525882838791,8.960317634801791,5.796527927034807
10,-44.885397189014434,-48.86540376170839,-49.79774010112285,-49.980589177739446,-63.88903810755787,-49.09225093919197,9.032772667534195,5.391816985654863
11,-42.07310737357295,-44.75916875121848,-45.65272926326628,-46.06911971610709,-52.41973622450527,-45.025854629624966,8.796151748423929,5.086925912199688
12,-39.62391410835898,-41.838699900873316,-42.36482313815497,-42.69866801591303,-49.58938978509598,-42.1800091745586,8.3638676147983,4.798778172315728
13,-37.214453339575876,-39.50308965559343,-40.40422778850758,-40.438359291922794,-48.03447945238921,-39.75146837812771,7.884845406411693,4.509929874598757
14,-34.88166704741899,-37.06967022891,-37.677563002519875,-38.03464404099844,-45.40138625454935,-37.43714985990091,7.521879393218293,4.2403546440637285
15,-32.71547719696088,-34.685928910119685,-35.562440937193465,-35.991637117621785,-41.89506211642228,-35.0294147199028,6.840037389371176,3.955551458633206
16,-29.951094885387935,-32.45351645582013,-32.904329379084984,-33.37571898662441,-38.689175034341105,-32.78719932570044,6.387130594522173,3.6338225479910107
17,-26.944978472031373,-29.754947075525997,-30.41417328715535,-30.967764205283487,-34.728436181859735,-29.989326901009612,6.386556539229543,3.333153501126092
