generation,fittest,upper_quartile,mean,lower_quartile,least_fit,median,coverage,collisions
0,-144.93211645175734,-246.61781979877847,-345.3112067036459,-430.3075421061285,-677.3638418454024,-321.43497272550167,13.079448784795225,15.801156523655257
1,-125.58438959312262,-143.5443011756252,-144.68099557820202,-146.179788067554,-163.0588268951137,-144.93224159365644,13.11806819139578,13.87024577845184
2,-114.68172804452257,-124.13269131424312,-126.26849664512962,-127.22703211854788,-149.4468181143353,-125.52561894616585,13.127256536554334,12.780898458107691
3,-101.43392585463242,-113.42857133432358,-115.63278625776677,-116.56498061002546,-140.49888630280583,-114.6795490675765,13.132040771212827,11.456596662584525
4,-86.52839272578248,-100.72529678102939,-102.30077254966017,-103.0578758041579,-118.06096160352422,-101.4809315828686,13.135345883390668,9.966373860917315
5,-75.05912243117729,-85.77403535472018,-87.03493934633686,-87.4229246797804,-103.41395024122241,-86.52487314608743,13.129324435663706,8.818844686684098
6,-69.46478292717973,-74.55266013823324,-75.86524373659616,-76.57843246682503,-99.0939095709289,-75.15277889371606,13.162059901194882,8.26268428283746
7,-63.861280301829595,-68.71096724642369,-70.23748539942669,-70.74805027638111,-90.40943612332391,-69.48437472492034,13.171505300351852,7.703278560218145
8,-57.693940266061034,-63.31623876761755,-64.3075419192598,-65.0235850038699,-74.78845190287738,-63.872098241021945,12.232780083952921,6.992672035001395
9,-54.42345596889647,-57.39376590628362,-58.274009169321175,-58.647606997266124,-69.11865940420994,-57.760518032735135,12.754564826910872,6.717802079580734
10,-50.620910885088186,-54.12634387870482,-54.989341697229776,-55.3491513318734,-65.7473874576835,-54.4746548168105,11.57000242737955,6.219091331246774
11,-44.057399244760965,-50.22492516743542,-50.866821099788105,-51.58942064418375,-58.75427957383297,-50.67886436768069,10.739719106526538,5.47971183512875
12,-38.865789590571396,-43.73527100003439,-44.74444613401043,-44.965875893211106,-58.48953555276844,-44.12255987784993,10.746353261965979,4.961214285253737
13,-36.083880931128036,-38.48061700568504,-39.62251313357263,-39.96493176799275,-51.70483070538225,-38.918951889186175,10.758888521896097,4.684276945302413
14,-33.40642698323561,-36.02424359939983,-36.76622819280098,-37.22278706023663,-57.251678192469434,-36.19994036823502,9.996835687571723,4.340326267080734
15,-30.46195418112201,-33.284475853447894,-33.99792211598146,-34.329523693327424,-40.95446847234047,-33.47482179691511,8.467840948940696,3.8929795130062708
16,-27.688194731778264,-30.181454284734983,-30.845547590104786,-31.230608876619623,-41.555234483690576,-30.501872011952536,8.469372858064109,3.615756758984237
17,-25.163785755949064,-27.34225428058552,-28.110829443903572,-28.294619893366473,-33.98897786957409,-27.687066564511014,7.780361153392433,3.2944146909341496
18,-23.927594449319166,-25.090845469990935,-25.680399632061285,-25.969325549854418,-31.059369509708752,-25.28706390843377,7.854493218624214,3.178208766794338
19,-22.357390979537804,-23.742892134837227,-24.42447364075592,-24.82714992501084,-29.131892143434676,-24.08839242078409,7.854330907541154,3.021172188707896
20,-20.571923952172078,-22.05363763100538,-22.5430372903469,-22.661321241491414,-28.137878037120284,-22.348566933523166,7.924266770781381,2.849619072295346
21,-18.57253451890624,-20.52675383606098,-20.992829840170195,-21.318229813736306,-24.824245561278488,-20.68304088723881,7.093783403334837,2.5666317922241078
22,-16.070134157492973,-18.453346530769384,-18.89704838442719,-18.979691779946794,-23.411483802460378,-18.620035689145126,6.122980537565453,2.2193114695058425
23,-15.200973057946673,-15.992293559796561,-16.4015458174313,-16.706768287134533,-19.218676807736763,-16.155599745589342,6.12612621935654,2.132709927730321
24,-14.203958801152476,-15.150743637009098,-15.457541849389303,-15.51651202904915,-18.51393079156222,-15.252700154239228,6.164354022961588,2.0368312824114065
25,-13.51256469068332,-14.131711515654569,-14.592654027627935,-14.618977971883707,-17.827264423409332,-14.23910091350963,6.001421740076908,1.9513986430760228
26,-12.572865412480539,-13.459218905832586,-13.953603908355706,-14.059373560496955,-17.506940541839676,-13.60471747572468,5.101726681461762,1.76745920939423
27,-11.821094726299922,-12.492717693423153,-12.85549141789198,-13.08523311137351,-15.816683770528103,-12.617894727346815,5.12779619708603,1.6948890923385953
28,-10.963751194333902,-11.70258814470191,-12.166048319816245,-12.240637663569036,-16.45888661733955,-11.878412918672353,5.130761349302649,1.609451254363655
29,-10.279751414739756,-10.931911111590416,-11.340446126268487,-11.415717164628415,-16.263835728055245,-11.047239571011906,5.155240364946923,1.543499177968668
30,-9.737412808121881,-10.213990061710483,-10.456062405163605,-10.499299705217059,-12.775442627924043,-10.287830463235995,5.1084165169692985,1.484582932509118
31,-9.183924280626657,-9.71631129464846,-10.046739060029445,-10.236273674247531,-12.545593870951691,-9.79209589659619,5.108597295129011,1.4292521575755668
32,-8.57435296571764,-9.181763569760708,-9.563116660271199,-9.800195540182045,-12.594778782114417,-9.325308858595918,5.095429609850166,1.3669782575567806
33,-7.894948450929532,-8.565453337570531,-8.878009173067841,-9.056352943352222,-11.208335398665225,-8.646759630996316,5.094991530017038,1.298993998094657
34,-7.3060745953813635,-7.871078547435897,-8.14258679225381,-8.210782148255916,-11.107061486737553,-7.964457928957269,5.024730082257112,1.2330804677638476
