generation,fittest,upper_quartile,mean,lower_quartile,least_fit,median,coverage,collisions
0,-102.2301674153514,-235.14860842834022,-334.0308753914339,-421.8599461633243,-962.906675431935,-298.7901576820824,17.28866979804768,11.951883721339907
1,-92.94185341634815,-101.69744643219303,-103.609190362089,-104.6572276688669,-130.5839455673341,-102.38515081044656,17.048177015116103,10.999003043146425
2,-81.11300194290757,-92.2519258396905,-93.36280447193062,-94.10470514080006,-110.21278445885596,-92.89758588694549,17.121622297608916,9.823462424051648
3,-75.17708694779805,-80.63657482847412,-81.64313974427908,-82.42751389622462,-92.29014172031316,-81.15256817701457,17.569103466703766,9.274619041450181
4,-69.29068310664682,-74.7648873840674,-76.01071853395818,-76.43417707382565,-97.2191745564243,-75.33097313537581,17.56601170377417,8.6856694810421
5,-65.2503604437371,-69.16490545396137,-70.34430532326252,-71.29022307108977,-82.26620178852671,-69.32937728876172,16.508701031317937,8.175906147505504
6,-60.488309086566595,-64.71371394764434,-66.08253213543279,-67.18548628398344,-78.91702327316223,-65.25816982789868,17.085533792553584,7.757384287912018
7,-56.102002518871124,-60.01409797313294,-61.12716931439098,-61.74592308604039,-72.38431914314664,-60.49566250480204,16.957200888059383,7.305920340693051
8,-50.6164089198193,-55.56566961439858,-56.677161898470494,-57.33625770315993,-67.7463338695141,-56.1890109536729,16.535093719022548,6.715150263884185
9,-45.830591636260536,-50.06671274213245,-51.37438839479257,-52.028063607780936,-62.67771968299719,-50.75479820628148,15.206674035057341,6.103726567131788
10,-42.52852719224384,-45.538379384405104,-46.62884646043958,-47.116337036807195,-57.62603941745153,-45.94246707291829,15.216097131624455,5.774462432386829
11,-39.254113182005455,-42.231907693655145,-43.32139794364441,-44.16983991125756,-52.30088975880982,-42.64619394252162,15.11760364742136,5.437171682942681
12,-36.18546049021805,-39.00949952299769,-39.66491322154839,-39.93644421219915,-46.62641591741607,-39.337568403777084,15.108147747044473,5.129360823726253
13,-32.89303082395134,-35.83763335942602,-36.9577247168101,-37.62840423146584,-44.882151664474335,-36.352157646838435,13.904577009666305,4.679760783361765
14,-30.337656253233803,-32.69473789470639,-33.747431612762554,-34.76701696659007,-40.80480631096069,-33.05132788301157,12.841177296789029,4.317883355002283
15,-27.902796361311776,-30.226967916211684,-30.95926416736024,-31.32772843381501,-39.15415030150231,-30.429568832913624,12.909185809356455,4.081198217066823
16,-25.98839262274294,-27.849686979922005,-28.585594185999895,-29.220350165288863,-34.09563395695648,-28.115052468796605,12.763027287533827,3.875141991027677
17,-24.110082675655335,-25.907154160328446,-26.7022284834551,-27.115612934762147,-33.894619980692475,-26.2953618472349,11.670670853966095,3.5780753529621427
18,-22.82975309737855,-24.02761383358809,-24.75828866200747,-25.09330794462045,-29.97979961398889,-24.272863914590996,10.794356999260124,3.3624110096638673
19,-21.314513297719337,-22.788882179161163,-23.285466288773208,-23.529151544516118,-27.848357843790772,-22.922793957713,10.44105779446672,3.175557109218606
20,-19.627177646394337,-21.178385768319757,-21.70872992792962,-22.011003681241625,-27.487760145316813,-21.35795606197314,10.240636902406798,2.9867814548801137
21,-18.53891934251006,-19.585504749766258,-20.108322862314264,-20.286807929781038,-26.078176565663384,-19.703498189609345,10.228191202967167,2.8767110545477226
22,-16.695421094379412,-18.480128348423136,-19.039280117180148,-19.501166686900277,-23.867737968632984,-18.67367908846269,10.231291961343363,2.6926713055722775
23,-15.072407322447036,-16.666893992240617,-17.362691321574324,-17.765735003614214,-26.57355005300102,-16.903192884579283,8.706996785954091,2.3779404108401128
24,-13.853728061086832,-15.034435444371564,-15.577186276578546,-15.850439075649888,-19.443535108747803,-15.142593424758473,8.663506901905068,2.25172349629919
25,-12.867029758436797,-13.790560867492639,-14.24518727622156,-14.36894255287408,-19.13552298240677,-13.933484111718684,8.699939668497457,2.1566969426934253
26,-11.709443249014173,-12.780229972047664,-13.244130696386208,-13.46019596013059,-17.205267687936505,-12.963878253543363,8.693682753089545,2.0403126002103718
27,-10.557839395192968,-11.675105843316105,-12.168621035424652,-12.479021055727843,-16.24392304374912,-11.831898121111522,8.702955099089209,1.9260794494282176
28,-9.828193826733859,-10.560861302381102,-11.20944109770639,-11.798433493728965,-14.717430695381914,-10.758474359767671,8.502163158454696,1.8330356985188556
