generation,fittest,upper_quartile,mean,lower_quartile,least_fit,median,coverage,collisions
0,-110.58487471219739,-256.4920456879927,-339.16588161678936,-413.14590902823505,-847.1742518985736,-317.9167372483912,12.869680214902965,12.345455492710036
1,-93.5089179458179,-109.62069606238057,-111.47532735517424,-112.74833951913138,-152.17949751013418,-110.63923623766665,12.872713297214377,10.638163124303228
2,-84.39547103225526,-92.76428543952846,-93.99617559434168,-94.76141229256439,-105.64342661266188,-93.53269503877823,12.060848548647517,9.645631958090277
3,-75.6388395496328,-83.41861963504753,-85.06809458268765,-85.95113850791867,-101.59578693612256,-84.44508549001876,12.174811475600132,8.781365102523294
4,-69.86006660610782,-75.2709094151421,-76.52024324998813,-77.1403527761903,-94.22044209345542,-75.76215490782714,12.191479740877929,8.205154634698575
5,-61.77817523214935,-69.4851881554642,-70.79275395500613,-71.15016109691206,-98.6540396683854,-70.06259918712283,10.296903316446674,7.207507854859603
6,-57.24624139300232,-61.46455335994088,-62.74961204157452,-63.84991783779478,-71.76312272011435,-62.09033688808289,10.259643727055622,6.750588512005795
7,-52.96267668513685,-56.842947389392165,-57.678766112026075,-58.02858902730282,-66.31121410346313,-57.256789054460384,10.2814736778365,6.324415036297335
8,-48.384187411662055,-52.55718233976628,-53.47830870681071,-54.023898390842966,-60.8236446358909,-53.08088166463613,10.383559757644761,5.876774716930681
9,-43.830413573259726,-48.17895943546933,-49.14510608113803,-49.88735578772189,-57.53210665876695,-48.585726858524325,10.374384207791707,5.420479778105143
10,-39.77324218166113,-43.65074953935778,-44.31838594071974,-45.016728722096744,-51.594147908756156,-43.94506516756665,10.095177773811574,4.9868419955472705
11,-35.956873963305824,-39.512411037605375,-40.14664939765837,-40.78464708384239,-45.150862133997094,-39.83555400514082,10.143971903941875,4.61008458672477
12,-34.18929924170014,-35.758969885146904,-36.43434687318265,-36.765545123160315,-46.86686968285238,-36.013636312443836,9.500484668804843,4.368978391050499
13,-31.314736709630203,-33.97932978929883,-34.617157890482616,-34.76039824739587,-40.302466358414314,-34.21680495262735,8.370796255582507,3.9685532965212706
14,-28.520300784005677,-31.243243512759506,-31.84660028356889,-32.400493659280635,-36.386801402028205,-31.434122678600474,8.364499334758122,3.68848001187638
15,-26.307619904925836,-28.40414003930087,-28.918444829306672,-29.238321627474853,-33.29739399204425,-28.66461502254483,7.437484558030269,3.3745104462956106
16,-25.025149666958228,-26.17922784511665,-26.694780598488794,-27.02164274850052,-31.75728650492065,-26.402666003559943,7.412548693813561,3.2437698360771794
17,-23.299406525436186,-24.799120954518802,-25.210111918154052,-25.609773517890233,-28.668341801287458,-25.005018998514238,7.437191539897069,3.0736598065333256
18,-21.94205948537525,-23.204616293131927,-23.67644854693201,-24.06623168758107,-27.527942016309105,-23.33946640879816,7.491075288424006,2.9433134773799257
