generation,fittest,upper_quartile,mean,lower_quartile,least_fit,median,coverage,collisions
0,-126.5213912631653,-237.2158842895548,-327.4096924247016,-393.56155286887247,-624.7548852424295,-326.8847983865252,14.69464408181807,14.121603534498336
1,-109.07356824570917,-124.8317524750417,-126.18439071446404,-127.93846492947714,-143.60288825885166,-126.24876955108385,12.442328056355773,12.151589630206495
2,-94.90099812847352,-107.95518946988157,-108.73193709182034,-110.16921347308234,-128.2599255306007,-109.0097958196857,11.937378041053273,10.68383761695268
3,-87.06612679556768,-93.99857654029006,-95.38974581071625,-96.2742877076272,-113.76844439762988,-94.8777352108697,11.963683509826273,9.902981030539395
4,-81.54231139168027,-86.10656207131,-87.5380257247054,-88.00084836146506,-101.94200904800698,-87.05936105763436,11.992590635942683,9.353490202762295
5,-72.80708214834314,-80.84348420164915,-82.52983511545287,-83.40958344840504,-99.929476109674,-81.65376540342228,12.114643132896846,8.492172528123998
6,-65.90675671266406,-72.04571694051947,-73.57929210011177,-74.1915931541967,-89.87351034061473,-72.97001074744495,11.228177561348213,7.713493427401228
7,-62.89862109854795,-65.31402434071117,-66.58457420010456,-67.45266793669177,-74.0938121930831,-65.9159799092459,11.222089152534052,7.4120710251082
8,-58.571271849751284,-62.52638576911924,-63.63983228091372,-64.4396885192823,-74.52279156398023,-63.040126572547805,11.221861375839627,6.979313322559091
9,-53.12370619070605,-58.326086289037825,-59.75007492681542,-60.704941496482434,-75.23832366282485,-58.69275609799075,11.163205698271646,6.428691188897769
10,-49.83198297743738,-52.70148481996037,-53.726378746046315,-54.21388688924344,-67.33753014706683,-53.217851690125954,11.162994100550138,6.0994977077987516
11,-44.26422662002831,-49.51639157034878,-50.40705172559697,-50.881876664840846,-57.94101360337597,-49.91788137035866,9.429390226920907,5.369361684694922
12,-41.37998754383714,-44.02360390830188,-44.62392900046015,-44.903885986878514,-51.973881274122775,-44.35710342799946,8.217115641677877,4.959710318551502
13,-38.64514443918229,-40.89890759253302,-41.83667455884835,-42.35296426279025,-49.941743000204966,-41.41082602993758,8.39893699334506,4.704408143252735
14,-36.11994334777291,-38.24926129182306,-38.974943588431266,-39.58651530870668,-45.01601662993464,-38.649679174701106,8.393699842208264,4.451364318998118
15,-33.34977885841903,-35.89068848725204,-36.526564383056495,-37.01541275533178,-43.59973129036479,-36.21361695418037,7.894464453241264,4.124424331166029
16,-31.252042081565815,-32.977981497275955,-33.658301081032185,-34.15624986824777,-40.79672570331336,-33.35988914579424,7.895047505562341,3.9147089587128154
17,-29.008954074949685,-30.914610471950585,-31.729846331630224,-32.02750549102817,-38.58208131269114,-31.322691655591782,7.545272120003302,3.655422619495299
