generation,fittest,upper_quartile,mean,lower_quartile,least_fit,median,coverage,collisions
0,-114.22759385472726,-233.42381507290804,-319.72467860572823,-387.290683887072,-732.1240249170032,-305.8254601445467,13.507013280177839,12.773460713490511
1,-101.80915180216616,-113.10112177497209,-114.56514549813213,-115.26066488937761,-141.24776260484833,-114.24640530338434,12.033740697888938,11.384289250005509
2,-90.91026751510526,-101.02065017450862,-102.29074118319616,-103.34369712447517,-114.5264643430745,-101.81395095535602,10.198893745660166,10.110916126076543
3,-84.03217652299024,-89.66318979848819,-90.99951794433598,-91.77403299728763,-102.92297031644848,-90.89923276452254,9.503785367743403,9.353596189073365
4,-80.48670573111133,-83.40769239426605,-84.60262806747333,-84.80210269601933,-99.16036387479726,-84.07742303053564,8.535895754928923,8.902260148604025
5,-74.64531336448934,-80.10477888737312,-80.8803118429101,-81.53929679469509,-90.99420712299197,-80.49856554744349,8.596906647110828,8.324222001160017
6,-68.23786254516978,-74.13898197079214,-75.16901251651117,-75.6620995935031,-89.7124426651977,-74.67868251029084,8.59701453255928,7.683487707772906
7,-62.185373037158115,-67.96480204950441,-69.06388893476822,-69.53398916911146,-80.66168093896732,-68.28066960507454,8.593914344817566,7.077928738197568
8,-57.918430547585885,-61.79274656986256,-62.74605288445474,-62.9530341075607,-73.72347333041246,-62.19824607307815,7.954934742644508,6.587336529023039
9,-53.72078970288618,-57.492268553650845,-58.52757100781665,-58.787075708605215,-70.4434734004513,-57.92915523396101,7.878090413451132,6.159888011633731
10,-49.39030585909498,-53.23666933235092,-54.02616916600222,-54.541686292798616,-67.50224929534707,-53.719363065251045,7.23543618813772,5.66257420472327
11,-46.503446393102585,-48.939455591385595,-49.79989397889383,-50.408143773867266,-55.625559647654214,-49.39910250189801,7.2514982292551915,5.375494462235777
12,-42.894411900630914,-46.257409962015835,-47.13630949963923,-47.56058640780279,-55.63589970341616,-46.58599109270441,7.241808161381324,5.013622006201223
13,-38.00040508556435,-42.35214513047377,-43.08128270597654,-43.73119178268924,-52.06749228530778,-42.9027058597286,6.818835246611686,4.481924033217604
14,-35.436863461611,-37.88056715306939,-38.19758254592542,-38.59727224380195,-44.15928230924036,-38.085868453682515,6.818731019046894,4.225559448065789
15,-32.71511361748314,-35.14741237124793,-35.95988180555397,-36.08807686422165,-43.29458602164991,-35.469142699306715,6.822500761233783,3.9537614378716928
16,-31.38262875787346,-32.71197222380796,-33.45538717823116,-33.99771071252631,-37.22331705877852,-32.937719125897054,6.482215948868702,3.786484470674216
17,-28.491767539299616,-31.283501002885924,-31.840676177348175,-32.102818216018406,-39.58693957202822,-31.562005765273824,6.179640205844195,3.467140774514381
18,-26.79067112216078,-28.32919177108783,-28.83518218008873,-29.147832254429343,-34.4986080526555,-28.615993944857735,6.091695966565403,3.2882367088726188
19,-25.561717013334658,-26.68654015992185,-27.29652045417164,-27.668955425729873,-31.180863981452738,-26.943507711518407,6.1010265015340135,3.166274351486867
20,-23.370781484424814,-25.463091668661757,-26.040106306221315,-26.32217418278498,-33.31805624550386,-25.669224339959175,5.950304559052987,2.93210860434778
21,-22.308027247426434,-23.286534364352757,-23.88098224693614,-24.34779994736594,-27.422319160353794,-23.496669296302343,5.95341405817879,2.8261441305605226
22,-20.88529122291948,-22.234815873608678,-22.7358423246231,-23.073061199382053,-27.838753639901878,-22.425853306653515,5.95150466410001,2.683679588701949
23,-19.436996144710232,-20.649525717074674,-21.07794412969721,-21.3089879420828,-23.912225974099258,-20.914441731134282,5.7859473474299365,2.522294349214017
24,-17.884492228250934,-19.367886162184558,-19.900993538026974,-20.281224016719356,-25.933236586350294,-19.50479196767722,5.471868036747177,2.335636026499811
25,-16.012661573968085,-17.80220250769769,-18.223840168583088,-18.649595406758223,-21.65909914378982,-17.981279401382913,4.930171272815538,2.0942832846783626
26,-14.811957179389875,-15.933760992964583,-16.28898534686864,-16.526807276277538,-18.980897880252666,-16.132304991298177,4.3292137367743235,1.9141170916164199
27,-13.671296085525611,-14.757259329206835,-15.143703719949972,-15.435007701823757,-19.150702478439726,-14.920780559351355,4.155440864849858,1.7826736950375468
28,-12.97397478168405,-13.671296963100252,-14.080752557863935,-14.432506033292338,-17.175321367243026,-13.823146784279368,4.002613296125683,1.6976588077809733
29,-12.460987643102182,-12.965400445120231,-13.300920964359747,-13.437208068078682,-16.21795689393879,-13.109269637477531,3.550035347617985,1.6011022990720167
30,-11.765432807948802,-12.440447180711043,-12.804553887768828,-12.983641658805261,-17.126465332248287,-12.505861394231658,3.450809726288044,1.5216242534236846
31,-10.674632375733761,-11.71513692904,-12.152208719459894,-12.354641818647886,-14.62291668692617,-11.871872879099834,3.447690106579751,1.4122322482313512
32,-9.949323458782708,-10.649643311565248,-10.908711162017179,-11.079421013151753,-13.372408261034181,-10.762650489046983,3.4476901065797563,1.3397013565362463
33,-9.093582174805638,-9.885281031553912,-10.301756341122205,-10.566905631572032,-13.764438317197135,-10.025423499004726,2.9968869313696858,1.2090469106175323
34,-8.03497936066522,-9.058416333166907,-9.358067360157692,-9.506069148568978,-12.878145022370376,-9.178428797045942,2.81343415835133,1.0848413519016549
35,-7.189708487168206,-8.025691835589612,-8.377702970794319,-8.603648366817072,-10.92791050129232,-8.170382611371789,2.8151216154974743,1.000483010266568
36,-6.427011376520907,-7.135788741958864,-7.380581715451539,-7.541539853503384,-9.45773873983477,-7.241004598918419,2.690373109930007,0.9117384486450915
37,-5.824325324932605,-6.423891756812633,-6.698367977410035,-6.894885713960543,-8.115617199724273,-6.531582636432095,2.6903731099300043,0.851469843486261
38,-5.428102531840592,-5.821205705224318,-6.023999010063345,-6.051071915888643,-7.662037692135449,-5.871406268652194,2.6903731099300052,0.8118475641770597
39,-4.889321993975469,-5.422760121791725,-5.640006153794103,-5.76831547751002,-7.3186396053549085,-5.521837474018982,2.693492729638292,0.7582814723613761
40,-4.381191040678573,-4.8782340816833685,-5.069652788042123,-5.245915531233051,-6.811338766446475,-4.955750218655021,2.57198858193187,0.6953179622610443
41,-4.1409013385023545,-4.38119104067856,-4.60546678923268,-4.734822639950789,-6.657225065046864,-4.4302119027947375,2.5326547945325357,0.667355613303489
42,-3.6546834104121224,-4.127693610013178,-4.382336664248061,-4.560636739345055,-6.295877453332368,-4.231441978091439,2.5326547945325313,0.6187338204944653
43,-3.2509363487696623,-3.6546834104121233,-3.8786062248968385,-4.025960463875874,-5.966198161707677,-3.746424566390096,2.5389957698567196,0.5789932118626382
44,-2.896343757809969,-3.24978235612262,-3.4796502045332054,-3.5940285439251003,-4.85482564080693,-3.343112160735258,2.2022368954227294,0.5098580653232698
45,-2.5280579857039407,-2.896343757809963,-3.0709249804039147,-3.1128445721307703,-4.397436294898828,-2.9660992640781174,2.1049244680471646,0.4632982453751105
46,-2.2562029965499972,-2.528057985703937,-2.7268048614072256,-2.887939392670844,-4.478404685048324,-2.593294164665622,2.107911733213406,0.43641147297634036
47,-1.8499807493753155,-2.256202996549998,-2.482349762404863,-2.600967998756054,-3.634307563180663,-2.3747729418086223,2.104464810111796,0.39544455594871114
48,-1.640116790508722,-1.8499807493753098,-2.0883293305257777,-2.2147672524370243,-4.096051301194956,-1.956345173987269,2.0778068821108073,0.3717923672619529
49,-1.391127114887147,-1.6330412600118014,-1.8626669371404836,-1.9057552428077642,-3.455783027512898,-1.6722443150731279,2.0778068821108047,0.34689339969979516
50,-1.103752389180268,-1.3873147462449813,-1.525080057185907,-1.5780436454544224,-3.2000156086690703,-1.4302730344358845,2.044428346061728,0.3148180735241996
51,-0.9560194689621633,-1.1037523891802627,-1.284070996422747,-1.420714038943422,-2.2093634965377267,-1.1825673890814072,2.063660234867973,0.30196797038301365
52,-0.8082595091470988,-0.9560194689621642,-1.119485639375629,-1.1936956807439634,-2.514988979109449,-1.011139473488192,2.063660234867972,0.28719197440150707
53,-0.6839498742946026,-0.8082595091470983,-0.9442083163040008,-1.0175084696072614,-2.2595751406303712,-0.8646833145644863,2.063713938047609,0.27476638123422115
54,-0.5713943319475572,-0.6839498742945977,-0.8441818767590632,-0.9275247512831433,-1.6763610705088086,-0.7291361459778154,2.063713938047609,0.2635108269995166
55,-0.3657523407715888,-0.5713943319475567,-0.7638867527007356,-0.8547384326343583,-2.2576061946931083,-0.6604214686827743,2.0683474272086686,0.24340997679802573
56,-0.2420368035225393,-0.36658410454269097,-0.5262751414751606,-0.5855575045335693,-2.207311580324384,-0.42778606442064016,2.0683474272086695,0.2310384230731209
57,-0.12043500271266305,-0.24279538109756515,-0.43150916463362554,-0.5235287431172324,-1.4470181301361067,-0.3377872477077217,2.078673882079995,0.21991088847926582
58,-0.006202173080505524,-0.12043500271266439,-0.27342538747450384,-0.3660204363227302,-1.5481487780808179,-0.16978628848212352,2.078126710151647,0.20843288832321527
59,0.11502799418563958,-0.008107633798471792,-0.1932651475137586,-0.3231118300240321,-1.1208359924965525,-0.07666022712456977,2.0468188281267286,0.19317908339410889
60,0.24558613535449147,0.096053431338184,-0.04963276113152265,-0.12396354981418423,-0.9165185036310266,0.029490687199699384,2.2217779451567607,0.19761918098022693
61,0.3442514900834066,0.2443538814581243,0.06462228770236128,-0.009224380792133946,-1.1349670202480953,0.17268825470973037,2.3540853513494984,0.20098338612660918
62,0.6094075763270941,0.3441443381528826,0.19116230323580732,0.13355890823625982,-1.1117093195335008,0.24700744718272616,3.268805626067637,0.2659398049740543
63,0.7044028916983027,0.5997940420280825,0.4103211103747091,0.31225946962598394,-0.34910268922295673,0.4809569347162723,3.2719416010478914,0.2567538709349589
64,0.8514758691604984,0.7044028916982956,0.5211840249360362,0.44306312562075467,-0.695684110455395,0.6133699348503856,3.6000971353582814,0.27486212661977827
65,1.0589478691579868,0.8483398941802465,0.6456010026890684,0.5592243615554602,-0.846664544492842,0.7569570206324165,3.793310118570217,0.27343622494122305
66,1.1737072368725894,1.0584450862971653,0.8367803920239265,0.7960418134203513,-1.270986759684991,0.9556312488940624,3.7922937419109957,0.2618586505038406
67,1.2925302327499537,1.1706169414400747,0.9145529377720585,0.738665663040512,-1.5083855851418262,1.0828409279264317,3.980260769110895,0.2687730536360941
68,1.3844935408975365,1.2932235897651942,1.0917200419856126,1.0435305500087106,-0.5403050234273019,1.2162727301409901,3.9858868170670654,0.2601393276169529
69,1.488183741417283,1.3790869275065032,1.113648218617344,1.008099754809205,-0.8009594715101938,1.3151327626137699,3.9827508420868116,0.24945671006695286
70,1.7249874772023182,1.4885769126832185,1.2713676494079018,1.1668056161887153,-0.47668181087298356,1.4120466359078367,4.618167815516888,0.28931803383145704
71,2.0162495233364055,1.7068198581546161,1.4630567303616149,1.350068161409549,-0.37893514914332815,1.593872184014331,5.546695201542423,0.3530445678206018
72,2.1624916942472545,2.0159251230984854,1.7167207117848338,1.6495691684915594,-2.63661011213191,1.9106742211415089,5.521893622551362,0.33594019283041077
73,2.4090268390946425,2.1513631413685945,1.8963806959366567,1.8467506153395128,-0.9207652247816149,2.0719311904179945,6.64689579049106,0.42378689513964174
74,2.5871744245994215,2.3665318952673022,2.0997416282482617,1.9377729947851705,0.12249506785961817,2.2340036491040594,6.953260235089716,0.43660858104902944
75,2.950191897796838,2.590312713930407,2.278397580015079,2.1794833573404633,-0.9952315638685212,2.4864031064778462,8.11635475975215,0.5166162861955312
76,3.3965166357272834,2.9403111076731028,2.602918099749777,2.4243599490409373,0.17616671253351157,2.794997052256657,8.088828903480785,0.4692312267753502
77,3.680254360139573,3.3821695065592916,3.0819824179964055,2.927099577392557,0.25393451789139476,3.2458108422514123,9.122407527652827,0.5442153167513254
78,4.056973909531122,3.6642719822420755,3.2533546260693735,3.156266577734181,-0.8099339949067872,3.4999997360098476,10.5435102000521,0.6486536290520979
79,4.951573612718274,4.0512546926915665,3.534883113647189,3.377028941895814,-0.7761274166337113,3.8304751232223206,12.085247345592721,0.7133673732874447
80,5.375996354822912,4.899467678249844,4.35332000563762,4.107921199714159,0.0406844358040761,4.768507334375233,13.330765052225592,0.795476869740268
81,5.829408753681388,5.3697897909976895,4.865481269214685,4.755158530200427,-1.5343282197390131,5.175778119493623,14.285264673936409,0.845585592025502
82,7.0031680181653595,5.817699976602521,5.210476892200591,4.933672341857374,0.685583236413283,5.613041628867951,16.405487999378753,0.9402319981213394
83,7.980091018268039,6.992041036681721,6.484912274429428,6.084672946318065,3.268845924307188,6.7394525967952585,18.91421025616363,1.0934119237895592
84,9.038361144267054,7.992573902937968,7.365269799981702,7.059600093765251,-1.0698181445739579,7.872990808040178,20.822784087203317,1.1784422942936263
85,9.508493860614397,9.009066896582544,8.078220831954063,7.905836179965119,-2.2708389088338734,8.692100742385907,20.82068872538769,1.1312194864773293
86,10.145391363860478,9.492158154234337,8.740227733719953,8.324594047537643,0.6382385762216423,9.231476969498972,22.685851846958368,1.254046048309789
87,10.552833290076801,10.13055896001223,9.089497650974838,8.856549243070763,0.4926100020466855,9.853329785665935,23.174846085491726,1.2622012795414925
88,11.922723398635236,10.531651656289998,9.690587885284517,9.28055384243149,3.0909452244254467,10.241776218706034,25.134286711305073,1.3211563312669836
89,12.371993883655605,11.798890386794767,10.580913306122214,10.007286190554934,2.1362408737312464,11.161886879192846,25.625176418230215,1.325318253457461
90,12.689768626158314,12.322803545163282,11.502008052452917,11.270266996857542,6.667214465733011,12.051348224593688,25.627463125563565,1.2937694499405252
91,13.85036109609434,12.640534476459155,11.804190193483306,11.327946446909916,4.753360704615222,12.346010400987943,27.52216865046892,1.367180755437458
92,14.232201436760658,13.812677988882946,12.9360775880031,12.674986727684379,5.074957283022357,13.552434722300964,27.54065996253793,1.3308458525777271
93,14.429901098136742,14.192538034273966,12.993056034903908,12.463384279776315,-4.619544998666665,13.670718771010607,27.528230294761485,1.3098329196624743
94,14.760661728204623,14.381087666810094,13.435651695957876,12.791312989883403,5.052014004501949,14.054364250951235,27.52141240821719,1.276075068001257
95,15.029278634497857,14.720667774954839,13.831843604050025,13.4758388181314,8.257977944929742,14.415384708625158,27.546651936962732,1.2517373302464876
96,15.232890136459408,15.016489666397646,14.011396893812986,13.345866327304636,5.8389873211006496,14.551523861165801,27.57067330349261,1.2337783167033203
97,15.537566820968385,15.166278424258838,14.150509548012858,13.559630203515205,9.73530636223676,14.55021363702448,28.27783052948315,1.2740263708514765
98,15.866549341832503,15.484730198127735,14.431018370911438,14.020892698133592,3.601502408194559,15.0471956013083,28.18783967626751,1.2321290334435009
99,16.2238836303548,15.782163361008788,14.527076277458248,14.31267012468607,0.7675901148693676,15.170446883146763,28.14538381804771,1.192150018769291
100,16.543229202857074,16.160184549176357,15.266862994113467,15.000698596157237,8.089540170872251,15.860319118407427,28.645525026341623,1.210229582348455
101,16.901072099883677,16.506493238286197,15.445274996594868,14.914503791867858,8.17257168958617,16.143093128773923,29.066256084929023,1.2165183985045345
102,17.391947550268636,16.82450626705468,15.941021996638682,15.605645200970503,4.776918411173522,16.495433685191465,29.056074947640152,1.1664127397371515
103,17.991062532768055,17.332200121373184,16.414694150852892,15.982970319567281,8.006734885997375,16.98256858987415,29.834841549703036,1.1843779016934979
104,18.35759314480413,17.808446541506356,16.778315328889715,16.274171582008336,3.413932568657618,17.312829084035826,29.828708719626395,1.1471115574822264
105,18.764621171579144,18.24940688484818,17.043032582180867,16.718239444505375,5.587245228023328,17.68050180113203,29.66355851407697,1.0898937342497825
106,19.878161079609804,18.74135468926744,17.564729062053154,16.796364697910185,6.121249585173349,18.3179483004819,31.240901835736828,1.1362740756127025
107,20.316810047801926,19.85636069807541,18.719177551263364,18.114324663136617,10.275271009304163,19.44053825954851,31.233495238860513,1.0916685191058586
