generation,fittest,upper_quartile,mean,lower_quartile,least_fit,median,coverage,collisions
0,-80.84466658963684,-251.17259578254306,-339.15708139337636,-409.4976930771988,-819.274356425008,-312.246990501426,13.64689781394297,9.449156440357982
1,-75.37536597640614,-80.16894766332643,-81.11885920921249,-81.7292545643081,-98.19563911052254,-80.87255842896907,13.685905294128748,8.90612712705349
2,-68.7042329008793,-74.91970350568931,-75.8338586565982,-76.15518160481092,-92.91870427973447,-75.38360871685153,12.103345459794873,8.080757836067418
3,-63.71779427861814,-68.50796965905928,-69.06584286919377,-69.67470493522313,-79.93565049652429,-68.7713701589369,12.109390044092507,7.582718432271065
4,-57.128518096411376,-63.253510385337286,-63.922432437774624,-64.67762066747304,-71.18235315690981,-63.75125942635559,12.097038036284651,6.922555613269602
5,-53.017559350718074,-56.88261702608506,-57.647831093999265,-57.90240039984659,-68.74076037236287,-57.1593295368599,12.290347988116366,6.530790733883443
6,-49.42066381219688,-52.20981321747294,-53.044160037269904,-53.51639116391947,-61.591278295921256,-52.99582298577432,12.316025143479553,6.173668895567643
7,-46.40291566015343,-49.22546579637405,-50.251698124549236,-50.93926067694361,-58.013303522092805,-49.54283520615858,11.539696398760809,5.7942612058914245
8,-43.12492485607794,-46.1535070611328,-46.76424609626696,-47.144505321974556,-52.36488293251076,-46.42986941916006,10.850687925980818,5.397561278205876
9,-40.318529818531495,-42.616016003139954,-43.311639088125524,-43.755291194795724,-51.05488213332724,-43.138895894611224,10.045833557304109,5.03643633758356
10,-38.08493057336178,-40.03638794973307,-40.94794563306523,-41.557188801294586,-47.45660364480612,-40.46405311847782,10.063547623641973,4.8148478197003755
11,-35.24176628703877,-37.867761035510355,-38.421010706570584,-38.66229200790661,-45.52265045965035,-38.15061552135216,9.912776529646493,4.515454281668527
12,-33.31575885742609,-35.14592870336705,-35.84947334928799,-36.460815376180655,-46.853035848538994,-35.37627118624805,9.924981994690942,4.324074085211703
13,-31.006720508053306,-33.209904548148074,-33.75736742090041,-34.201181947563015,-39.26710097038578,-33.42837825386834,9.607152458718033,4.061387296677134
14,-28.76097605625444,-30.899365625007494,-31.587513756872525,-31.84168704124116,-38.2849968945479,-31.223573295627418,9.605393788941765,3.83663698451962
15,-25.770611594240428,-28.56256306324353,-29.184387709433516,-29.619670160487185,-34.53066005071305,-28.84834733583696,8.440704436858285,3.4211316031098713
16,-23.83293738880455,-25.629282705204496,-26.21251752153385,-26.428964379670813,-31.299710344926865,-25.869000783315315,8.457702393975783,3.2290639782780333
17,-22.497243671259326,-23.710569067471,-24.04606732135165,-24.33595717584029,-26.485715286262117,-23.848517369878344,8.469929328665962,3.096717299992529
18,-20.826139856817584,-22.376489513167076,-22.8508415619361,-23.148299874018196,-29.41683696199398,-22.535901496670732,7.495176358814787,2.832131621563237
19,-19.693565212752127,-20.788505960944356,-21.274636330045205,-21.589835336834952,-24.63505325594811,-21.008896747170258,7.482101043557852,2.717566625630998
20,-17.687300200958443,-19.554052266871036,-19.942695390293775,-20.093015545823395,-23.066485622307223,-19.714448275433625,7.474617601699229,2.516191780265767
21,-16.40115456521828,-17.587548043370052,-18.02572678760181,-18.21390444441269,-22.455477749479122,-17.69967655864614,7.36685350191465,2.3768008067132933
22,-15.266336764934689,-16.277472215431562,-16.83094280519356,-17.225628893159275,-20.857382126863065,-16.585716974489237,7.093222447346954,2.235955921228164
23,-14.188510879980152,-15.228350483953983,-15.691304720567341,-16.019956436919905,-24.363707790529258,-15.350750775504054,6.869241186971008,2.105775206695116
24,-12.609001014169792,-14.061878773877396,-14.498099941221074,-14.851268310148914,-17.522329441326725,-14.24513159778796,6.881661396421401,1.9490662410591193
25,-11.391734159910577,-12.506860540378613,-12.957917498488701,-13.197504074681312,-16.40979009139373,-12.664455014256294,6.866100288931755,1.825783444884233
26,-10.490510203525272,-11.368467094902627,-11.713051010467094,-11.86069317404746,-14.670894067740301,-11.462171619585568,6.459175645885179,1.694968584941045
27,-9.638684956747475,-10.461212257301934,-10.9012561139794,-11.297631823384906,-13.248459151460686,-10.684950137923394,6.448836485135595,1.608752144188307
28,-8.905440904097595,-9.586624675672143,-10.003236587264764,-10.157386933886578,-14.38470882062247,-9.711876405650223,6.445695587096342,1.5351136491193937
29,-8.149967596491361,-8.88286730850923,-9.2672096266699,-9.482718261175869,-12.286421971596383,-9.03338210488048,6.336100514627326,1.4486068111118686
30,-7.428228487446181,-8.125444321881155,-8.576138741457688,-8.800678206189264,-15.066480257750829,-8.264410026004173,6.3361005146273355,1.3764329002073517
31,-6.575096729661294,-7.422563600698212,-7.782988611752283,-7.9980253816763875,-10.90448989095376,-7.512428213986539,5.462607533845126,1.203770426350642
